Path,Species_Name,Species_ID,Split
data/wings-2024/Ae_cinereus/Ae cin 112.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 104.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 95.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 131.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 87.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 55.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 98.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 156.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 3.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 120.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 44.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 116.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 148.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 72.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 45.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 54.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 60.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 143.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 93.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 149.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 86.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 81.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 138.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 42.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 147.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 115.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 83.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 21.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 107.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 71.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 16.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 92.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 75.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 136.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 99.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 122.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 63.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 139.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 35.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 82.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 2.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 126.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 164.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 84.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 142.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 141.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 59.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 113.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 140.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 15.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 114.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 108.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 96.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 4.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 146.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 157.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 32.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 130.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 145.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 94.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 65.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 40.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 124.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 25.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 154.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 74.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 160.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 76.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 7.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 162.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 121.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 1.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 106.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 50.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 9.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 10.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 14.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 19.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 117.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 158.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 123.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 17.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 85.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 29.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 159.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 37.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 110.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 79.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 38.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 128.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 152.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 100.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 70.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 66.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 43.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 51.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 58.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 155.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 97.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 129.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 67.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 13.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 105.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 103.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 22.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 111.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 53.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 78.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 39.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 64.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 80.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 20.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 119.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 12.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 33.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 47.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 18.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 34.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 109.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 26.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 56.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 73.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 46.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 61.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 68.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 27.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 62.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 137.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 6.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 31.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 8.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_cinereus/Ae cin 11.tif,Ae_cinereus,0,Train
data/wings-2024/Ae_punctor/Ae pun 85.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 11.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 81.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 48.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 45.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 37.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 126.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 150.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 155.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 100.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 14.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 86.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 145.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 69.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 68.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 124.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 34.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 4.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 52.tif,Ae_punctor,1,Train
data/wings-2024/Ae_punctor/Ae pun 162.tif,Ae_punctor,1,Train
